19075,39146.92593637997
19076,11916.895883458927
19077,19502.006579185523
19078,15115.201398518335
19079,15357.877656048655
19080,11258.508737854916
19081,23299.409456151392
19082,10632.516219225221
19083,16845.91154257162
19084,47734.585159796225
19085,11873.569263933146
19086,15714.301940840707
19087,20609.21347377256
19088,11117.684403527048
19089,16814.197809678622
19090,11935.252056646006
19091,11866.034987238509
19092,16868.03712876088
19093,14200.042038256917
19094,14273.493750427906
19095,33329.80488067609
19096,17420.98643805467
19097,10434.124922651035
19098,10569.091567329206
19099,19625.99799243872
19100,14223.977815616767
19101,16269.539040548561
19102,14542.206713828473
19103,18384.46892514328
19104,10601.462654653273
19105,14597.03049950119
19106,10660.120908795903
19107,11048.686266846977
19108,15543.113292821834
19109,25558.51808106716
19110,23275.485574579598
19111,14343.629326304406
19112,19051.98530086062
19113,15190.37804457979
19114,19845.790645219004
19115,12942.977253543964
19116,19889.670227161438
19117,18366.743226775438
19118,10851.760351100944
19119,11368.965239719337
19120,12733.078301997033
19121,30915.45344505384
19122,13289.703881800495
19123,12876.115376013731
19124,9355.428781496952
19125,9124.497139014416
19126,8140.466323856394
19127,13805.213397858835
19128,22552.166507027923
19129,14307.985655376771
19130,11437.74807079167
19131,13693.702479281139
19132,29928.775321098852
19133,27364.059800439005
19134,11024.428671251357
19135,14411.531133161365
19136,14661.286329565497
19137,14914.07292968447
19138,15213.440210679775
19139,13323.219700194028
19140,41101.82129104484
19141,11226.634885792922
19142,13821.51721820395
19143,14401.50208211083
19144,9570.844555872769
19145,22743.799447380512
19146,12996.742649638936
19147,13968.432203910252
19148,24519.54497697575
19149,11795.535534222037
19150,26799.924467502566
19151,11481.103237520336
19152,15873.903181363889
19153,16070.17211890519
19154,29939.259224381716
19155,17437.97294824219
19156,46911.40883468037
19157,16785.510218755695
19158,16596.477202477232
19159,13193.055898913957
19160,11590.93129468809
19161,14220.209709320774
19162,14568.893569077793
19163,11198.659101554626
19164,12631.722732324783
19165,14443.684138577024
19166,13471.6444804297
19167,12572.449446834924
19168,30451.321795807282
19169,27124.417504883422
19170,12012.279190950681
19171,13635.276630390048
19172,11146.525850856662
19173,15918.210961491235
19174,14270.712306406804
19175,40990.019086353015
19176,25349.357940307338
19177,10834.364523106195
19178,21591.953625010305
19179,11151.883029348779
19180,10871.701422299246
19181,16334.297064568973
19182,15270.45271090003
19183,14667.738055428781
19184,14290.466893200582
19185,11262.389528275113
19186,13951.255599066444
19187,14953.917784084699
19188,12377.84437148038
19189,14309.754766148986
19190,24375.73235725762
19191,18792.503544021958
19192,13954.00437841127
19193,15917.281505906145
19194,16245.873189626198
19195,14798.299730336952
19196,11958.800265227099
19197,11817.25430433988
19198,10974.572423047925
19199,31295.697830091125
19200,12400.254003891125
19201,14917.157060582529
19202,16394.36171435664
19203,11264.202394524149
19204,23198.463138729086
19205,18531.434814386143
19206,17280.736572550486
19207,13913.23768059662
19208,24778.097531748506
19209,31462.567432332788
19210,13481.359721977602
19211,26654.81540697749
19212,14083.512287506423
19213,12866.347182968988
19214,15278.392945724467
19215,14432.32427106261
19216,11145.50484906176
19217,16942.8610425053
19218,16696.08033150365
19219,14108.900070575435
19220,15614.354631259841
19221,36701.95348780467
19222,11093.25845573011
19223,15814.746760520995
19224,23693.454415109743
19225,11549.885692134463
19226,12505.521751558023
19227,13011.542140747124
19228,15906.379412450635
19229,10581.721850655615
19230,27470.338188165413
19231,26388.03891642246
19232,11466.159314319779
19233,13127.779612545633
19234,14790.821006033988
19235,12605.748256811597
19236,35561.84882297493
19237,25335.939142380117
19238,15255.357014227355
19239,14919.345046778335
19240,23510.10075766196
19241,17076.15550503521
19242,13783.551671982961
19243,14669.668608564853
19244,15331.030360919669
19245,22498.757877165244
19246,11377.139837819464
19247,15876.75991395719
19248,36119.20027583743
19249,10912.96542055036
19250,17390.897304133476
19251,25472.642517614015
19252,11640.004192888591
19253,11420.44552121067
19254,14712.270293393874
19255,11726.824388439718
19256,12750.32663639945
19257,10253.318315509714
19258,9400.570436877362
19259,11375.726101049755
19260,21865.179547398155
19261,12785.876924633838
19262,12464.006038600888
19263,11833.027270042267
19264,27442.720161135327
19265,13894.050809065811
19266,14795.380392268058
19267,17763.57838480518
19268,14719.70044843561
19269,10914.176836777031
19270,23866.72200875659
19271,16437.471698659556
19272,12318.347017987078
19273,22354.827245869223
19274,11968.260870256745
19275,14906.867114830311
19276,16250.985360892773
19277,12931.997907846582
19278,15351.243781274346
19279,33383.339879898456
19280,15168.337967839603
19281,17199.766633309086
19282,9130.639026981353
19283,11187.261413732107
19284,11467.754862786685
19285,26753.32930975083
19286,11121.131999729558
19287,12127.354442104684
19288,17576.602123426877
19289,21844.612344887497
19290,15016.601054817305
19291,14008.947391525542
19292,14338.810944694796
19293,27160.508209128995
19294,11549.524358994144
19295,24753.68070432944
19296,16053.353852098964
19297,33238.55421735513
19298,18195.11775888574
19299,16981.72345768167
19300,10106.507080191794
19301,22309.081557023022
19302,22966.301982611047
19303,24517.711893062762
19304,13830.471523105392
19305,22372.148161049976
19306,13772.389702122931
19307,15055.244501446192
19308,11390.083009562457
19309,14191.26473242155
19310,16897.415968587786
19311,37008.13484475367
19312,11996.569852268763
19313,12854.05561223842
19314,14214.179848947078
19315,11104.072399187075
19316,13081.792606442063
19317,15065.289318973599
19318,17859.034941221053
19319,11289.87758636328
19320,10924.969171092362
19321,26296.141639914385
19322,18785.819679823002
19323,24593.412360389913
19324,17319.039104046817
19325,15181.148110045115
19326,13186.869503589565
19327,8344.890826374234
19328,16129.308882514071
19329,34094.53208647126
19330,17823.295544434473
19331,19960.962854695368
19332,10032.47278352436
19333,12578.39542272653
19334,17472.57491126469
19335,10610.018782011828
19336,14613.045112378368
19337,34945.58700112506
19338,7938.104797379596
19339,22637.119177265675
19340,22151.20165914677
19341,9975.700889042535
19342,7567.554053455207
19343,14217.775697830812
19344,17638.68152363796
19345,10715.826069815315
19346,23115.596982290095
19347,7288.578433611641
19348,24579.706659270825
19349,23460.871956978648
19350,15692.056318735256
19351,7752.4796584932965
19352,23869.960069342847
19353,17654.758075593996
19354,13948.249014120109
19355,10135.236688295616
19356,22469.673059525318
19357,26042.322392759375
19358,13154.95828124071
19359,14667.980364496796
19360,13265.676008883018
19361,27490.72806954541
19362,18563.912318532766
19363,16728.070487048684
19364,11395.24212509338
19365,16325.065524509744
19366,21515.807542099497
19367,18065.439382636818
19368,12965.48030211571
19369,23472.41834236513
19370,30679.307616920007
19371,19056.7634156585
19372,17417.789146276427
19373,49787.776611010406
19374,12146.959765646898
19375,29322.327573931238
19376,18549.12149873335
19377,12493.203847945746
19378,28513.353287722886
19379,12826.855044399572
19380,17103.126381756912
20745,11864.718842327931
20746,28116.9958057877
20747,16178.417997652232
20748,18182.802520098423
20749,11115.065294842798
20750,15104.173063810507
20751,16317.181953655612
20752,25707.505219619576
20753,25264.003963319534
20754,15121.522856212865
20755,10374.992796977926
20756,10890.140595448122
20757,22173.20757601037
20758,23046.087568817093
20759,18875.8131301356
20760,16713.58923741958
20761,13170.449097797924
20762,41877.47494187251
20763,17506.97796254447
20764,11717.777154017956
20765,14197.11844862502
20766,17826.345070694475
20767,15827.32555212331
20768,10517.535889487073
20769,11167.821630107419
20770,16860.925271407752
20771,11540.512120912637
20772,16985.34303644118
20773,15007.721529463492
20774,22123.55958251155
20775,17440.456534704084
20776,38859.033125721384
20777,17722.424340977224
20778,14464.97366403772
20779,12195.293514043991
20780,18225.611920188025
20781,9851.718485484655
20782,13165.962017235332
20783,13661.405783528484
20784,16320.08809167537
20785,26478.058480732663
20786,16127.577478582034
20787,12203.069783104034
20788,10962.608423495192
20789,24708.794182162397
20790,13831.543243128319
20791,22418.920575351687
20792,10929.923813025722
20793,38475.487910131895
20794,10708.259769718965
20795,15848.626724728018
20796,11279.610494211025
20797,16919.74353856509
20798,25918.59096746185
20799,11366.943240701614
20800,23663.062561696668
20801,13839.754948255504
20802,11317.140790655892
20803,10429.255107308452
20804,11602.322749936502
20805,15610.570996625218
20806,9867.150766148177
20807,9485.07998944549
20808,14283.798598301553
20809,10793.2273532877
20810,15335.32146327054
20811,16712.66637138125
20812,14098.643448390401
20813,23850.664973632163
20814,11028.073278309614
20815,37915.75243973305
20816,11448.777130144392
20817,13701.997537735188
20818,13478.770276521049
20819,13846.812452107362
20820,37032.01120378638
20821,18171.19636686044
20822,25953.756298473338
20823,14836.657591241528
20824,16882.677859928754
20825,14049.863922729946
20826,10126.608843987848
20827,9941.350443954252
20828,10905.122041210332
20829,26388.294128013375
20830,9277.653788960513
20831,10468.819944906088
20832,10077.032784716792
20833,10132.606414685506
20834,12726.096042490135
20835,13540.117302733544
20836,11018.462909462332
20837,13342.769185675279
20838,25758.19046288711
20839,11196.135481904541
20840,38031.291640071366
20841,16819.47308434523
20842,27929.410950523055
20843,16842.37657391002
20844,10580.842663386207
20845,16660.963687092157
20846,20881.214546405616
20847,7871.831236635225
20848,9908.257455920895
20849,11024.693762024166
20850,10938.107111889987
20851,9878.832242916022
20852,9705.033402989771
20853,14584.645476192532
20854,11637.705629169555
20855,18816.552775162912
20856,20385.80258635307
20857,27153.02543513802
20858,21111.060144155883
20859,8661.353426472508
20860,11118.123394418953
20861,13054.94662145348
20862,14040.99193052352
20863,10988.965321006062
20864,14005.850653932057
20865,14521.782643836817
20866,28134.00443603765
20867,31871.657800549863
20868,23021.940476101416
20869,11118.214738360395
20870,19708.221108089165
20871,24586.42806284491
20872,23786.783888148224
20873,11491.964642886896
20874,17272.267062297695
20875,16562.17280443982
20876,18892.584460674017
20877,12911.120276499478
20878,15087.121909699705
20879,15148.144456454636
20880,10804.287648399484
20881,12273.455738809831
20882,10956.779576510397
20883,8624.244992465403
20884,11965.659103439155
20885,9549.904283328553
20886,12039.875174141487
20887,11690.556829808414
20888,27531.211997660317
20889,18559.76577474766
20890,14716.20383148779
20891,17717.087789664423
20892,9300.853385430342
20893,28204.73151431059
20894,19360.712018129794
20895,18045.23567673449
20896,29113.795504718928
20897,11382.4457746913
30000,17961.112299465243
30001,17961.112299465243
30002,17961.112299465243
30003,17961.112299465243
30004,17961.112299465243
30005,17961.112299465243
30006,17961.112299465243
30007,17961.112299465243
30008,17961.112299465243
30009,17961.112299465243
30010,17961.112299465243
30011,17961.112299465243
30012,17961.112299465243
30013,17961.112299465243
30014,17961.112299465243
30015,17961.112299465243
30016,17961.112299465243
30017,17961.112299465243
